"","22q001-A","22q001-B","22q001-C","22q001-214-KD-A","22q001-214-KD-B","22q001-214-KD-C"
"GOBP_REGULATION_OF_INTEGRIN_ACTIVATION",-0.144265644560479,0.0393265937497489,-0.0652716599319259,-0.0785000739084965,0.337912504847138,0.0623470930415045
"GOBP_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION",-0.250517340140055,-0.101863168909918,-0.411410018812245,-0.0458487599533692,0.339521430446887,0.491256630822374
"GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.033628068212624,-0.111450635100483,-0.044484100328122,0.156895154613257,-0.0685822910650623,0.0497632290825512
"GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.00446510444581594,-0.109038322608997,-0.0893204480294773,0.166645585887828,0.0664729829760461,0.00861475008819979
"GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN",-0.235276215698702,0.0362204932081377,0.0279152612706728,-0.230508270575043,0.473939872087464,-0.14143037898447
"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.0432217991293773,-0.143288325070978,-0.294322303308693,0.154352749858225,0.137755201682494,0.191114566210501
"GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.402182334184143,0.0444967433808286,-0.0292232047760394,-0.120181265472701,-0.156547004738666,-0.0737166008148527
"GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.343126635406854,-0.119882562705426,-0.27317260785039,0.222675635509849,0.29433927685245,-0.49843012674881
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.227109417905637,0.402883864609837,-0.574012531951708,0.451511629304409,0.0344131326790683,-0.422616187285341
"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY",-0.079085131964755,-0.00717433312218352,-0.0414259867174886,-0.00505131310608134,0.0477187781282613,0.143230735738161
"GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY",0.11157880040403,0.104604256039309,0.114815660493456,0.00990935994888487,-0.198182664961134,-0.121428958057746
"GOBP_REGULATION_OF_LUTEINIZING_HORMONE_SECRETION",-0.631502474179322,0.467787021436139,0.187879857535133,0.0706793019649792,-0.435078268279248,0.769030164233734
"GOBP_OSTEOBLAST_PROLIFERATION",0.313827317046593,0.270266445033119,-0.109125942455555,-0.00769582926565845,-0.358861551574377,0.0175283092257767
"GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION",0.367404627847747,0.218451303713591,-0.0763112280953209,-0.0291119119173763,-0.334216450829549,-0.183093736228745
"GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION",0.360810744352501,0.232721875000767,0.105427282254674,-0.164742147375381,-0.283483743976947,-0.181130189394003
"GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION",0.378369295237674,0.224022939526128,-0.243737764468424,0.365129295626728,-0.448270378351653,-0.22488030711057
"GOBP_PHOSPHOLIPID_EFFLUX",-0.14723639153829,0.416875862385941,0.180265989598957,0.579222334306353,-0.321868533733707,-0.508524504916552
"GOBP_RESPONSE_TO_GLUCAGON",0.210735941219746,0.0973479051009709,-0.093950342361215,0.129581097040804,-0.274837554381027,-0.118151034881163
"GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY",-0.119622033378222,-0.665523272520627,-0.306119374794878,0.0491946361892077,0.100594993301765,0.598449838642604
"GOBP_POSITIVE_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY",-0.14619629400003,-0.490595013093754,-0.384776872105219,0.05106597526343,0.0553901401013757,0.573737024983816
"GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS",0.0960623557876276,0.120576618488359,0.0966274710772589,-0.123957784476366,-0.114390125032214,-0.00335386737190302
"GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS",0.0315878221713629,0.149951885416513,0.144655015868617,-0.28235659707239,-0.0973711927280481,0.112198917684632
"GOBP_NUCLEOSIDE_BISPHOSPHATE_CATABOLIC_PROCESS",0.0703233083478094,-0.232969923262789,-0.519398115138963,0.651934511985569,0.199936484659618,-0.382391621915803
"GOBP_P_BODY_ASSEMBLY",-0.495618660831896,-0.108501241415202,-0.0890591931638284,0.192918461532915,0.5691836175771,0.0712036034507753
"GOBP_RESPONSE_TO_LIPID",-0.0439684494648994,0.000449563640780637,-0.00863816856914093,0.0831354709312753,-0.0124995641613366,-0.0226919944720263
"GOBP_ENDOSOMAL_VESICLE_FUSION",-0.349935714051157,-0.390584481188283,0.205078685138114,0.296058385699206,0.120924625975042,-0.0909060115532448
"GOBP_STRESS_GRANULE_ASSEMBLY",-0.212155486076218,-0.373318417959872,-0.0928684519345565,-0.0421287780254626,0.233095260217345,0.364319895058723
"GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS",0.0736278327264896,-0.0771221097908109,-0.1346350983809,-0.209499607002682,0.08091745180081,0.0993323414705602
"GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION",-0.731152124289296,-0.157660146080941,-0.0910042960804733,0.409382924665581,0.464028831608117,0.227386120856429
"GOBP_MAINTENANCE_OF_SISTER_CHROMATID_COHESION",-0.581586923963626,-0.37010522878902,-0.320981841210079,0.369476797858691,0.577825172533327,0.488500769544835
"GOBP_ESTABLISHMENT_OF_MITOTIC_SISTER_CHROMATID_COHESION",-0.810624135521437,-0.438563403481608,-0.276731023338531,0.296972151118639,0.441524275305562,0.51711547238706
"GOBP_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION",-0.52729374933441,-0.30757830457559,-0.244284770374636,0.0644943667091206,0.633126724525902,0.438377711536847
"GOBP_POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION",-0.747578723188509,-0.134991824653149,-0.326363974156488,0.38095273822207,0.684774791878002,0.319615903162282
"GOBP_RESPONSE_TO_CYTOKINE",-0.0393387266499253,-0.0794198762468487,-0.020680439967982,0.143993554879276,-0.00262101453574357,0.0300940713095666
"GOBP_ERYTHROCYTE_HOMEOSTASIS",-0.0595418570579519,-0.266845621789746,-0.166934653047239,0.193169732868998,0.174589862484048,0.133636620891089
"GOBP_REGULATION_OF_TISSUE_REMODELING",0.15041311806136,0.0318136118655092,0.114290036741613,-0.0453638963843304,-0.253862887297574,0.00945006333556214
"GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING",0.281767891918438,0.0269706327306728,-0.120226678843504,-0.134115358886986,-0.11991259745268,-0.0246029748313091
"GOBP_POSITIVE_REGULATION_OF_TISSUE_REMODELING",0.0556203601368345,-0.39574836459279,0.514021363184121,0.0280673802242625,-0.264636695144919,-0.273578196821533
"GOBP_HOMOTYPIC_CELL_CELL_ADHESION",-0.14878013666976,0.0455821330582106,-0.0684069542224249,0.243253481397321,0.0455320557168103,-0.137532732411624
"GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",-0.131381418164053,0.208357618280182,0.168947788860743,0.0677916534391871,-0.0510456198427465,-0.0926252352636432
"GOBP_NEGATIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",0.179185875422884,0.046196981340083,0.104803936488643,0.206711718097927,-0.375212185263045,-0.287656094149558
"GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",-0.387211282752842,0.120564245909799,0.165951676991654,-0.18054774532384,0.293283547377716,0.0407724300279912
"GOBP_HETEROTYPIC_CELL_CELL_ADHESION",0.198623438103747,0.0619636138370914,-0.119865835028129,0.109242504652069,-0.250668601985082,-0.0546583027888676
"GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",-0.0135967555671107,0.10380246945895,-0.180584382281368,0.417211721775089,-0.220740480930412,-0.0219327555411018
"GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION",0.0352698118263647,0.161080114296945,-0.0302139176993464,0.41695082197452,-0.342839225180578,0.123473297662914
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",-0.135997463064337,0.0494981400232693,0.197178094706339,0.0902927115943975,-0.165994518275713,0.168386067417761
"GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",-0.109267133832316,-0.245153661862247,0.277242288961121,0.0694591196547701,-0.0335503663531837,0.247610986936788
"GOBP_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY",-0.0303753244185366,-0.0756651676081826,-0.197239331025139,-0.0951962237919753,0.0570809242720309,0.199128862095711
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY",0.017648200691574,0.170299365121742,-0.203631684135651,-0.0829348272368072,-0.503715223637248,0.408532623933153
"GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY",0.19867069709269,0.579213641117989,-0.0185112697836088,-0.200133938860517,-0.720826082925689,0.28942017976254
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY",-0.281882699380868,0.0791439815204191,-0.108439039339808,-0.0305089861003215,-0.367139016777985,0.392079015256214
"GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY",0.209689077656711,0.161698489807577,-0.210787570731015,0.129705919467136,-0.292912715425543,-0.122918437824107
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY",0.226834268427842,0.276164559271984,-0.329837517223428,-0.0585418951351872,-0.426050501922743,0.212128967912286
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY",0.476927117756982,0.488715553134016,-0.10587675542225,-0.232739455064927,-0.597799077032284,-0.0217283112364312
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",-0.138008843878322,0.257353612380215,-0.133500192519316,0.0392530301982803,-0.3802193731148,0.206572081925408
"GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",-0.552030039806907,0.273308064446128,-0.0720402382733109,0.533317783736686,-0.716996950225513,0.358239674844952
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY",0.122596353079182,0.211731029864947,-0.134747383053862,-0.186724757275277,-0.0901759902622872,0.109248704451552
"GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY",0.107673657409056,0.51456865655782,-0.446183184957134,-0.00513793226207138,-0.345505590657557,-0.0588373437617933
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY",0.405856936579419,0.402207318855609,-0.559712708130474,-0.136285169387468,-0.345079397184636,0.293894809212459
"GOBP_TOLL_LIKE_RECEPTOR_8_SIGNALING_PATHWAY",0.535666334365445,-0.57520527922068,0.301707726773792,-0.381340941985454,-0.314036053427942,0.577643653598711
"GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",0.240474861752258,0.466867963158257,0.0101439737692329,-0.129280061363101,-0.243313480641974,-0.467642795496459
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",0.295719647023113,0.44941513289429,0.29339096147553,-0.240033954469097,-0.38004571086506,-0.233969899317504
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY",0.375161187475718,0.485411634367616,0.484606237353828,-0.46364173271026,-0.54261954261943,0.0344502076311273
"GOBP_ACYLGLYCEROL_TRANSPORT",-0.649529763676257,0.230003239477637,-0.453155721405184,-0.448992825966712,0.63863609256135,0.112066056651707
"GOBP_RESPONSE_TO_OLEIC_ACID",-0.337450771596812,-0.194973306448152,-0.360865600948876,0.234348591344045,0.353457950549261,0.270924741284925
"GOBP_PROTEIN_HEXAMERIZATION",0.222226537051593,0.32151265179663,0.31837067614881,-0.365046264296939,0.12456252820292,-0.170952967029222
"GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT",0.13619686167871,0.175168652933415,0.151959963141425,-0.0808978920850039,-0.0335886956021815,-0.262063128737056
"GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT",0.120659941948294,0.151755681398994,0.121514366487098,-0.077896464404164,-0.118439811529119,-0.206990493697853
"GOBP_TRNA_THIO_MODIFICATION",-0.738401580614774,-0.475380007138474,-0.249607951156844,0.671401183248298,0.485535364009031,-0.296603410269093
"GOBP_MACROPHAGE_FUSION",-0.151293594976818,0.743104846887028,-0.340552611951193,-0.462257082846162,-0.58243487893091,0.457708150831977
"GOBP_REGULATION_OF_MACROPHAGE_FUSION",0.145551330798484,0.730494296577948,0.624841571609635,-0.675842839037485,-0.671685678074236,-0.14494296577962
"GOBP_NEGATIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",0.634470360171783,0.300273437583916,0.688811040580226,-0.610838882607113,-0.578893414236169,-0.110735931394983
"GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II",-0.24459692829493,-0.364910637886835,-0.167871156354334,0.363215171636952,0.273916906037214,0.196142767465869
"GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS",-0.216917645694264,-0.158655454703323,-0.109817396400738,0.123418771263865,0.1150846356621,0.189738246681948
"GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS",-0.214531039138214,-0.0414273020278114,0.0130357374743095,0.0669188133229885,0.0123098394805323,0.137483539856466
"GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS",-0.178353168819471,-0.220797237511484,-0.172237535688502,0.138752757966081,0.124580767909852,0.230472301461497
"GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY",-0.106754678296692,-0.279468573833166,0.210406713677443,0.219127113710092,0.178559455569091,-0.154886806190893
"GOBP_RESPONSE_TO_MONOSACCHARIDE",0.165342747373275,0.0846510964072105,0.159561880108293,-0.0555320355439344,-0.168719388948983,-0.13449230011451
"GOBP_RESPONSE_TO_DISACCHARIDE",0.44079832607996,0.337648600528226,0.664363133404161,-0.512442186426041,-0.486139406540963,-0.508426982559816
"GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS",0.199678239880733,0.130778861757031,0.0968743081710906,-0.226953560987969,-0.0586151136402314,-0.183946069157372
"GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS",0.119354646736997,0.429715263263568,-0.0227344929680399,-0.101034935835561,-0.147479559398809,-0.164192732006937
"GOBP_PRIMARY_ALCOHOL_CATABOLIC_PROCESS",0.416629785026113,0.317843224200809,-0.206896551724178,-0.308339643855015,0.126584700308975,-0.390523384664418
"GOBP_DIOL_METABOLIC_PROCESS",0.09730293684852,0.294573403735595,0.0402215076690748,-0.291556327484718,-0.265989234862899,0.171993916729837
"GOBP_DIOL_BIOSYNTHETIC_PROCESS",-0.0447655333280307,0.235936217161899,0.0443255725323496,-0.271215438372614,-0.233035915600485,0.350101533766927
"GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION",-0.294124515719572,-0.0746839156740271,-0.378791987461668,0.269331094075247,0.194331668870385,0.219667658095711
"GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION",-0.146140555980666,-0.196523644691145,-0.35477129114142,0.364594741316364,0.137688906970517,0.172211056860229
"GOBP_NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION",0.224573716876606,0.13480710370935,-0.487162374825916,0.483801954284976,-0.532519166628969,0.372687528654603
"GOBP_CELL_JUNCTION_ASSEMBLY",0.215860889252596,0.171915990795071,0.0840752931574916,-0.0867404521579081,-0.119017769028113,-0.259802849681313
"GOBP_CELL_JUNCTION_ORGANIZATION",0.190156349905816,0.112950647553242,0.107959156466478,-0.0659155194766069,-0.130659879900884,-0.222696190789786
"GOBP_CELL_JUNCTION_MAINTENANCE",-0.0204694958184985,0.300648189746147,-0.0232695989070025,0.0400789114004654,-0.0706397482467503,-0.181852437436375
"GOBP_ADHERENS_JUNCTION_ORGANIZATION",0.237608756948768,-0.0173919060573064,0.0199865217665721,0.0158510315483549,-0.054375869810834,-0.192356414369631
"GOBP_ADHERENS_JUNCTION_ASSEMBLY",0.357402987314694,-0.158819311364852,-0.0274519844965709,-0.0262484957134685,0.139504867835987,-0.22925708574648
"GOBP_ADHERENS_JUNCTION_MAINTENANCE",-0.361076364998665,-0.257434197218772,-0.219766433169262,0.458741972428677,0.0966191100525194,0.103379536864039
"GOBP_RESPONSE_TO_TYPE_I_INTERFERON",-0.241248151480309,0.0175312680524611,-0.117157984666916,0.130621927886378,0.142330867264179,0.12777296200681
"GOBP_RESPONSE_TO_TYPE_II_INTERFERON",-0.0541777062801768,-0.092688590195986,-0.0514114109996806,0.208879433860309,0.0081542737653276,0.080569006775043
"GOBP_RESPONSE_TO_TYPE_III_INTERFERON",0.0238017077052445,0.469871561076077,-0.0336098026985931,0.152175621006969,-0.106195448018374,-0.394063723861549
"GOBP_GLIAL_CELL_APOPTOTIC_PROCESS",-0.238981381037873,0.255000439781138,0.0121487057577154,0.35674407739299,-0.112527398818605,-0.127966557117642
"GOBP_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS",-0.364420489728779,0.465934187540863,0.0427125554116339,0.103764242843702,-0.317012786836441,-0.116992994783828
"GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS",-0.305351871835182,0.326976643389031,0.437438535259597,0.193540578481187,-0.227484223379776,-0.103764947562612
"GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",-0.137881880938459,-0.474627141264521,0.100357059293399,0.0924826075895416,0.262843639667291,-0.162924666365651
"GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING",-0.143373290949945,0.396910657698834,-0.0372805279119215,-0.125853576692256,-0.163208602856604,0.0208745935166723
"GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING",0.30978816361153,0.372597173945535,0.52864471883123,0.0853037760483384,-0.35420011605158,-0.690232619365952
"GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",0.0166868774729651,-0.0762247692463331,-0.150530214804236,0.158631224574668,-0.268349374606028,0.13731809745817
"GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",0.143480220075041,0.466698504149281,0.209839987872118,0.0796834145752822,-0.326483047989197,-0.440193750586131
"GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY",-0.0684155095845193,0.461816961422934,0.189555178049801,-0.496562605588711,-0.342421520256903,0.216940679869042
"GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY",0.205667849555766,-0.391266808269944,0.174439820349915,-0.00077660572222335,0.285424624723102,-0.347979159143353
"GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE",-0.0200941305865708,0.241586888653222,0.072473542427378,-0.207383216385035,-0.238491065778517,-0.0870672573498326
"GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",-0.116040452663999,0.161049795020668,-0.208649433810532,-0.12941333195782,0.14594151715354,0.0423344615524975
"GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",-0.0575458987900821,0.624080308067574,0.488820403577508,-0.452436454966405,-0.233381824126382,-0.343629171057448
"GOBP_LIPID_DROPLET_ORGANIZATION",-0.0608965377490814,-0.133653313780019,-0.086388862872809,0.103365408875297,0.194240779029483,0.0105731743639678
"GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS",-0.0756218877268735,0.000566968267426249,-0.330668787431445,-0.161690014134996,0.264616683422841,0.128240980467343
"GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS",0.288463291796289,-0.0295877306177044,-0.335159946050377,-0.155742382705749,0.0201856266166221,-0.0650918210621817
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS",-0.454362584983508,0.150399903452302,-0.150361348256155,-0.101176203809643,0.397795173450452,0.215717080625479
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE",0.1841474925031,-0.0501508093528882,-0.126241055485611,0.123103954852613,-0.0944253916496267,-0.0339432348263151
"GOBP_TELOMERE_LOCALIZATION",-0.481310476508834,-0.105730534404869,0.273225057431243,0.0236353094853474,0.525209436804995,-0.314854352033635
"GOBP_TELOMERE_TETHERING_AT_NUCLEAR_PERIPHERY",-0.459233343474135,-0.0562738278283741,0.136877002872602,-0.0104782398116765,0.588074231822383,-0.609154279208047
"GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS",0.355479685097511,-0.499316955506372,0.0507943930034516,-0.0278285344575524,0.213248721330575,0.0416745573932942
"GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS",0.22390973693041,0.151795102058304,-0.372152369067713,0.160372040590271,-0.131715779528292,-0.0683531310558105
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC_3_5",-0.409929161479963,-0.0445049331568796,0.161226717042753,0.0289156670014323,-0.191151870553841,0.417417559105908
"GOBP_LIPID_OXIDATION",-0.0128509701631894,0.212270508094207,-0.0737844358205725,0.0224802044271535,-0.0377404282348955,-0.104493738225618
"GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",0.142038719228652,0.0413096590428735,0.0257366673356875,0.0974883970861215,-0.237778276877512,0.00603389949227259
"GOBP_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",0.32116418213166,0.604944872274378,0.565561302099142,-0.370140421852039,-0.784656728526634,-0.545195858855128
"GOBP_MICROTUBULE_ANCHORING",-0.0977276795914701,0.132604810335661,0.188407803560094,-0.156689309350223,0.117935662162626,-0.135337545270541
"GOBP_NCRNA_PROCESSING",-0.385134913232556,-0.368200981184525,-0.332708392422668,0.338420410805324,0.308775455658247,0.412454254830019
"GOBP_SNRNA_3_END_PROCESSING",-0.319940505835471,-0.305453384339519,-0.0361075194657228,0.419481525136408,-0.068066963693727,0.0930977310528669
"GOBP_U4_SNRNA_3_END_PROCESSING",-0.424277075158184,-0.340507474146259,0.135118343828698,0.138073740783655,-0.0595969112774812,0.437707381827775
"GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE",-0.157203082390432,-0.153765608690609,-0.411887238063784,0.39242857754583,-0.0133149333463483,0.260840134859239
"GOBP_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT",-0.0275617612066163,-0.132924081944789,-0.31546655973538,0.24334869799695,-0.188617577088474,0.333515247033004
"GOBP_LATE_ENDOSOME_TO_GOLGI_TRANSPORT",0.283313324714876,0.177595426826592,-0.565388205595088,-0.537012424924644,0.834668020528156,0.0446670191800266
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME",-0.264588997647817,-0.34184002481111,-0.317457934909223,0.303319054692241,0.216381735624497,0.308196560988704
"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS",-0.187199590652331,-0.165884385769718,-0.193978793618094,0.133621203078834,0.193051902704605,0.238634125502555
"GOBP_TOOTH_MINERALIZATION",-0.0264143424169349,0.0259584995885345,0.233618383535366,0.0490454567413246,-0.330329134369149,0.020345735886613
"GOBP_CENTROMERE_COMPLEX_ASSEMBLY",-0.228005815643886,-0.346715467980387,0.129245893938813,-0.0490864528756176,0.339154021804654,0.259936295995888
"GOBP_PIRNA_PROCESSING",0.0230142935538509,-0.291503522355922,-0.0127496864837741,0.09708846169943,0.0888680115866261,-0.0271769964129186
"GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS",0.0455154279222085,-0.0431010592840614,-0.00523468933916371,0.1107667645372,-0.00812031199032265,-0.0263560158727218
"GOBP_CELLULAR_RESPONSE_TO_HEAT",0.0543063503013984,-0.159583167633011,-0.0902470385464526,0.0510773502287107,0.172180398568478,0.0743432208952107
"GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR",0.029134825052783,-0.141758046019759,-0.00877342494765951,0.174293896249569,-0.0262688298280252,-0.0251669375471233
"GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.0637527354894298,-0.0472645434218821,-0.0370465729216484,0.172418724155672,-0.0147098004397461,-0.0552408455077147
"GOBP_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS",0.475057237870823,0.37845234870836,-0.278150239150566,0.20072814938263,-0.323230197501332,-0.500290345259487
"GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN",-0.130708260131942,-0.173925248225805,-0.0444722428610846,0.132162521959544,0.171969311248252,0.0958576738291087
"GOBP_DE_NOVO_NAD_BIOSYNTHETIC_PROCESS",0.0425331309405209,0.0804554151432146,0.507162656188375,-0.096033981642496,-0.47538675483297,-0.187278635410159
"GOBP_GLUTATHIONE_TRANSPORT",0.217238143034647,-0.0560910572781213,0.155966403274258,-0.260096303005238,0.320933994129029,-0.273332106075182
"GOBP_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS",0.177325606628095,0.0539030129529557,0.288709476082124,-0.207774009530078,-0.127838512662696,-0.157153232432544
"GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS",-0.266750209115802,0.128382470808231,-0.0795881099726023,-0.0584760918341447,0.0551541690663435,0.0881296434967255
"GOBP_CELLULAR_RESPONSE_TO_UV",-0.171541179597214,-0.1814477663155,-0.217426484413957,0.229849121798972,0.269856405766825,0.192727981881865
"GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS",-0.160244464703275,-0.140374401206801,-0.101770634790573,0.16591938110237,0.105389653554852,0.114652528039911
"GOBP_CORTISOL_METABOLIC_PROCESS",0.410701870904316,0.550695482430287,0.253256240791225,-0.577085803966497,-0.264166358920545,-0.332895175666933
"GOBP_CORTISOL_BIOSYNTHETIC_PROCESS",0.358977066477443,0.669337661020332,0.0968708329653629,-0.451414950806342,-0.387677730200683,-0.442166345131414
"GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS",0.0328102120201659,-0.240772285127137,0.0794267261726724,-0.0277095217148927,0.15485563556323,0.0441335428220296
"GOBP_NCRNA_METABOLIC_PROCESS",-0.362969107884431,-0.329055332387997,-0.314386844998495,0.31964520613757,0.293479484051155,0.381139348662
"GOBP_NCRNA_CATABOLIC_PROCESS",-0.263045812610516,-0.309986704876613,-0.209538555206403,0.186091325110014,0.233810888678302,0.326486677199102
"GOBP_RESPONSE_TO_PROSTAGLANDIN",0.143575695439081,0.252730644264678,-0.200325045884654,-0.0407822103490797,-0.270594869339647,-0.0465953521335374
"GOBP_RESPONSE_TO_PROSTAGLANDIN_E",0.218990523840157,0.340798558576109,-0.165509580228422,-0.0752828803731716,-0.316192894941485,-0.173311924207799
"GOBP_RESPONSE_TO_GONADOTROPIN",0.284083906307466,0.132800067028922,-0.174985192237892,-0.079137969484423,-0.0821711196340251,-0.221622496583778
"GOBP_RESPONSE_TO_LUTEINIZING_HORMONE",0.312329948097558,0.30289428269421,-0.415848255198485,-0.417831482977493,-0.0532481363152023,-0.136055962310351
